id,label
397,APP
398,APPL2
399,AQP3
400,AQR
401,AR
402,ARAP2
403,ARCN1
404,ARF1
405,ARF1P3
406,ARF3
407,ARF4
408,ARF5
409,ARF6
410,ARFGAP2
411,ARFGEF1
412,ARFRP1
413,ARGLU1
414,ARHGAP1
415,ARHGAP11A
416,ARHGAP11B
417,ARHGAP17
418,ARHGAP19
419,ARHGAP21
420,ARHGAP22
421,ARHGAP24
422,ARHGAP26
423,ARHGAP30
424,ARHGAP32
425,ARHGAP45
426,ARHGAP6
427,ARHGDIA
428,ARHGDIB
429,ARHGEF1
430,ARHGEF11
431,ARHGEF16
432,ARHGEF18
433,ARHGEF39
434,ARHGEF7
435,ARID1A
436,ARID1B
437,ARID2
438,ARID4A
439,ARID5B
440,ARIH1
441,ARL1
442,ARL14
443,ARL2BP
444,ARL3
445,ARL4D
446,ARL6
447,ARL6IP1
448,ARL6IP4
449,ARL6IP6
450,ARMC1
451,ARMC10
452,ARMC4
453,ARMC6
454,ARMC7
455,ARMC8
456,ARMCX1
457,ARMCX3
458,ARMCX4
459,ARMCX6
460,ARNT
461,ARNT2
462,ARPC1A
463,ARPC1B
464,ARPC2
465,ARPC3
466,ARPC4
467,ARPC4-TTLL3
468,ARPC5
469,ARPC5L
470,ARPP19
471,ARRB1
472,ARRDC1-AS1
473,ARRDC4
474,ARSA
475,ARSB
476,ARSD
477,ARSJ
478,ARSK
479,ARV1
480,ARVCF
481,ASAH1
482,ASAH2
483,ASAH2B
484,ASAP1
485,ASAP2
486,ASB1
487,ASB13
488,ASB16-AS1
489,ASB3
490,ASB6
491,ASB8
492,ASCC1
493,ASCC2
494,ASCC3
495,ASF1A
496,ASF1B
497,ASH2L
498,ASNA1
499,ASNS
500,ASNSD1
501,ASPH
502,ASPM
503,ASPSCR1
504,ASS1
505,ASTE1
506,ASTN2
507,ASXL1
508,ASXL2
509,ATAD1
510,ATAD2
511,ATAD2B
512,ATAD3A
513,ATAD5
514,ATE1
515,ATF1
516,ATF5
517,ATF6
518,ATF6B
519,ATF7IP
520,ATF7IP2
521,ATG101
522,ATG12
523,ATG13
524,ATG14
525,ATG2A
526,ATG3
527,ATG4A
528,ATG4B
529,ATG4C
530,ATG4D
531,ATG5
532,ATG9A
533,ATIC
534,ATL1
535,ATL3
536,ATM
537,ATN1
538,ATOH8
539,ATP10B
540,ATP11A
541,ATP11B
542,ATP13A1
543,ATP13A2
544,ATP13A3
545,ATP1A1
546,ATP1B1
547,ATP23
548,ATP2A3
549,ATP2B3
550,ATP2B4
551,ATP2C1
552,ATP2C2
553,ATP5B
554,ATP5C1
555,ATP5D
556,ATP5F1
557,ATP5F1P3
558,ATP5G1
559,ATP5G2
560,ATP5G2P3
561,ATP5G3
562,ATP5H
563,ATP5I
564,ATP5J
565,ATP5J2
566,ATP5L
567,ATP5O
568,ATP5SL
569,ATP6AP1
570,ATP6AP2
571,ATP6V0A1
572,ATP6V0A4
573,ATP6V0C
574,ATP6V0D1
575,ATP6V0E1
576,ATP6V1A
577,ATP6V1C1
578,ATP6V1D
579,ATP6V1E1
580,ATP6V1E2
581,ATP6V1F
582,ATP6V1G1
583,ATP6V1G2
584,ATP7B
585,ATP8B1
586,ATP8B3
587,ATP9A
588,ATP9B
589,ATPAF1
590,ATRAID
591,ATRIP
592,ATRN
593,ATRX
594,ATXN1
595,ATXN10
596,ATXN1L
597,ATXN2L
598,ATXN3
599,ATXN7
600,ATXN7L2
601,ATXN7L3B
602,AUH
603,AUNIP
604,AUP1
605,AURKA
606,AURKAIP1
607,AURKC
608,AUTS2
609,AVEN
610,AVPI1
611,AXDND1
612,AXL
613,AZI2
614,B2M
615,B3GALNT1
616,B3GALT4
617,B3GALT6
618,B3GAT2
619,B3GAT3
620,B3GNT9
621,B4GALNT3
622,B4GALT1
623,B4GALT2
624,B4GALT3
625,B4GALT5
626,B4GALT7
627,B9D1
628,BABAM1
629,BACE1
630,BACH2
631,BAD
632,BAG2
633,BAG4
634,BAG5
635,BAG6
636,BAGE2
637,BAHCC1
638,BAIAP2L1
639,BAMBI
640,BANF1
641,BARD1
642,BATF2
643,BAX
644,BAZ1A
645,BAZ1B
646,BAZ2A
647,BBC3
648,BBOF1
649,BBS10
650,BBS12
651,BBS7
652,BBX
653,BCAP29
654,BCAR1
655,BCAR4
656,BCAT1
657,BCAT2
658,BCCIP
659,BCDIN3D
660,BCHE
661,BCKDHA
662,BCKDK
663,BCL10
664,BCL2
665,BCL2L1
666,BCL2L11
667,BCL2L12
668,BCL2L13
669,BCL2L2
670,BCL3
671,BCL6
672,BCL7B
673,BCL7C
674,BCL9L
675,BCOR
676,BCORL1
677,BCR
678,BCS1L
679,BDH1
680,BDH2
681,BDKRB1
682,BDNF
683,BDP1
684,BEGAIN
685,BEND3
686,BEND4
687,BET1
688,BEX1
689,BFAR
690,BGN
691,BHLHE40
692,BICC1
693,BICDL1
694,BIN1
695,BIN2
696,BIN3
697,BIRC2
698,BIRC6
699,BIRC7
700,BIVM
701,BLM
702,BLMH
703,BLOC1S1
704,BLOC1S2
705,BLOC1S3
706,BLOC1S6
707,BLZF1
708,BMP1
709,BMP2K
710,BMP4
711,BMP6
712,BMPER
713,BMS1
714,BMS1P4
715,BMT2
716,BMX
717,BNC2
718,BNIP3
719,BNIP3L
720,BOC
721,BOD1L1
722,BOK
723,BOLA1
724,BOP1
725,BORA
726,BORCS5
727,BORCS6
728,BORCS8-MEF2B
729,BRAP
730,BRAT1
731,BRCA1
732,BRCC3
733,BRD2
734,BRD3
735,BRD4
736,BRD7
737,BRD8
738,BRD9
739,BRF1
740,BRF2
741,BRI3
742,BRI3BP
743,BRIX1
744,BRK1
745,BRMS1
746,BRMS1L
747,BROX
748,BRPF1
749,BRPF3
750,BRWD1
751,BSCL2
752,BSDC1
753,BSG
754,BSN
755,BST1
756,BST2
757,BTBD19
758,BTBD6
759,BTBD9
760,BTK
761,BTN2A1
762,BTN2A3P
763,BUB1
764,BUB1B
765,BUD13
766,BUD31
767,BYSL
768,BZW1
769,BZW2
770,C10orf35
771,C10orf76
772,C10orf90
773,C11orf1
774,C11orf21
775,C11orf24
776,C11orf49
777,C11orf53
778,C11orf54
779,C11orf57
780,C11orf58
781,C11orf65
782,C11orf68
783,C11orf74
784,C11orf84
785,C11orf87
786,C12orf10
787,C12orf4
788,C12orf42
789,C12orf49
790,C12orf57
791,C12orf60
792,C12orf65
793,C12orf73
794,C12orf75
795,C14orf1
796,C14orf159
797,C14orf166
798,C14orf180
799,C14orf2
800,C14orf37
801,C14orf39
802,C14orf80
803,C15orf57
804,C15orf61
805,C16orf58
806,C16orf59
807,C16orf72
808,C16orf74
809,C16orf87
810,C17orf49
811,C17orf51
812,C17orf53
813,C18orf21
814,C18orf25
815,C18orf32
816,C18orf8
817,C19orf12
818,C19orf24
819,C19orf25
820,C19orf33
821,C19orf38
822,C19orf47
823,C19orf48
824,C19orf52
825,C19orf53
826,C19orf54
827,C19orf60
828,C19orf70
829,C19orf73
830,C1GALT1
831,C1GALT1C1
832,C1QA
833,C1QBP
834,C1QL2
835,C1QTNF4
836,C1RL
837,C1orf106
838,C1orf109
839,C1orf112
840,C1orf116
841,C1orf122
842,C1orf131
843,C1orf145
844,C1orf159
845,C1orf168
846,C1orf174
847,C1orf198
848,C1orf21
849,C1orf220
850,C1orf27
851,C1orf43
852,C1orf50
853,C1orf52
854,C1orf54
855,C1orf56
856,C1orf74
857,C20orf196
858,C20orf24
859,C20orf27
860,C20orf4
861,C20orf96
862,C21orf2
863,C21orf33
864,C21orf59
865,C21orf62-AS1
866,C21orf91
867,C22orf29
868,C22orf34
869,C22orf46
870,C2CD3
871,C2CD4B
872,C2orf15
873,C2orf49
874,C2orf54
875,C2orf69
876,C2orf71
877,C2orf72
878,C2orf81
879,C2orf82
880,C2orf88
881,C3orf18
882,C3orf38
883,C3orf52
884,C3orf58
885,C3orf80
886,C4BPB
887,C4orf3
888,C4orf46
889,C4orf48
890,C5orf30
891,C5orf34
892,C5orf38
893,C5orf42
894,C5orf51
895,C6orf1
896,C6orf120
897,C6orf136
898,C6orf15
899,C6orf203
900,C6orf223
901,C6orf226
902,C6orf47
903,C6orf52
904,C6orf62
905,C6orf99
906,C7orf26
907,C7orf31
908,C7orf43
909,C7orf49
910,C7orf50
911,C7orf71
912,C7orf73
913,C8orf31
914,C8orf33
915,C8orf46
916,C8orf58
917,C8orf76
918,C8orf82
919,C9
920,C9orf116
921,C9orf129
922,C9orf142
923,C9orf16
924,C9orf3
925,C9orf40
926,C9orf43
927,C9orf72
928,C9orf78
929,C9orf85
930,CA11
931,CA13
932,CA2
933,CA5BP1
934,CA8
935,CA9
936,CAB39
937,CAB39L
938,CABIN1
939,CABLES2
940,CABP1
941,CACNA1E
942,CACNA2D3
943,CACNB1
944,CACNB3
945,CACNG7
946,CACTIN
947,CACUL1
948,CACYBP
949,CAD
950,CADM1
951,CALCRL
952,CALD1
953,CALHM2
954,CALM1
955,CALM2P3
956,CALM2P4
957,CALM3
958,CALN1
959,CALR
960,CALU
961,CAMK1
962,CAMK1D
963,CAMK2D
964,CAMLG
965,CAMSAP2
966,CAMTA1
967,CAMTA2
968,CAND1
969,CANT1
970,CANX
971,CAP1
972,CAPG
973,CAPN12
974,CAPN15
975,CAPN2
976,CAPNS1
977,CAPRIN1
978,CAPRIN2
979,CAPZA2
980,CAPZB
981,CARD10
982,CARD14
983,CARD16
984,CARD6
985,CARD9
986,CARMIL1
987,CARMIL2
988,CARMN
989,CARNS1
990,CARS
991,CARS2
992,CASC15
993,CASC3
994,CASC4
995,CASP2
996,CASP3
997,CASP7
998,CASP8
999,CASP8AP2
1000,CASP9
1001,CAST
1002,CAV1
1003,CBARP
1004,CBFA2T2
1005,CBFA2T3
1006,CBFB
1007,CBL
1008,CBLB
1009,CBLL1
1010,CBLN1
1011,CBR3
1012,CBS
1013,CBX1
1014,CBX2
1015,CBX3
1016,CBX4
1017,CBX5
1018,CBX6
1019,CBX7
1020,CBX8
1021,CC2D1A
1022,CC2D1B
1023,CC2D2A
1024,CCAR1
1025,CCAR2
1026,CCBE1
1027,CCDC102A
1028,CCDC106
1029,CCDC112
1030,CCDC114
1031,CCDC115
1032,CCDC12
1033,CCDC120
1034,CCDC124
1035,CCDC130
1036,CCDC134
1037,CCDC137
1038,CCDC138
1039,CCDC14
1040,CCDC142
1041,CCDC144B
1042,CCDC150
1043,CCDC163
1044,CCDC167
1045,CCDC171
1046,CCDC174
1047,CCDC18
1048,CCDC184
1049,CCDC22
1050,CCDC24
1051,CCDC25
1052,CCDC28B
1053,CCDC34
1054,CCDC36
1055,CCDC43
1056,CCDC47
1057,CCDC50
1058,CCDC51
1059,CCDC58
1060,CCDC59
1061,CCDC6
1062,CCDC61
1063,CCDC63
1064,CCDC8
1065,CCDC80
1066,CCDC82
1067,CCDC85B
1068,CCDC86
1069,CCDC88A
1070,CCDC88B
1071,CCDC9
1072,CCDC90B
1073,CCDC91
1074,CCDC92
1075,CCDC94
1076,CCDC97
1077,CCHCR1
1078,CCL14
1079,CCL19
1080,CCM2
1081,CCNB1
1082,CCNB1IP1
1083,CCNB2
1084,CCNC
1085,CCND1
1086,CCND3
1087,CCNDBP1
1088,CCNG1
1089,CCNG2
1090,CCNH
1091,CCNJL
1092,CCNL1
1093,CCNL2
1094,CCNT2
1095,CCNY
1096,CCRL2
1097,CCT2
1098,CCT3
1099,CCT4
1100,CCT5
1101,CCT6A
1102,CCT6P1
1103,CCT7
1104,CCT8
1105,CD109
1106,CD151
1107,CD164
1108,CD164L2
1109,CD24
1110,CD248
1111,CD2AP
1112,CD2BP2
1113,CD300C
1114,CD320
1115,CD36
1116,CD3EAP
1117,CD44
1118,CD47
1119,CD59
1120,CD63
1121,CD70
1122,CD80
1123,CD81
1124,CD86
1125,CD9
1126,CD99
1127,CD99L2
1128,CDA
1129,CDADC1
1130,CDAN1
1131,CDC123
1132,CDC14B
1133,CDC16
1134,CDC20
1135,CDC20B
1136,CDC20P1
1137,CDC25A
1138,CDC25B
1139,CDC25C
1140,CDC26
1141,CDC34
1142,CDC40
1143,CDC42
1144,CDC42BPA
1145,CDC42EP1
1146,CDC42EP2
1147,CDC42EP3
1148,CDC42EP4
1149,CDC42P1
1150,CDC5L
1151,CDC6
1152,CDC7
1153,CDCA2
1154,CDCA4
1155,CDCA7
1156,CDCA7L
1157,CDCA8
1158,CDCP1
1159,CDH17
1160,CDH2
1161,CDH22
1162,CDH23
1163,CDH24
1164,CDH5
1165,CDH6
1166,CDHR1
1167,CDHR3
1168,CDHR5
1169,CDIPT
1170,CDK1
1171,CDK10
1172,CDK14
1173,CDK15
1174,CDK17
1175,CDK18
1176,CDK19
1177,CDK2AP1
1178,CDK2AP2
1179,CDK4
1180,CDK5
1181,CDK5R1
1182,CDK5RAP1
1183,CDK5RAP2
1184,CDK5RAP3
1185,CDK6
1186,CDK7
1187,CDK8
1188,CDK9
1189,CDKAL1
1190,CDKL2
1191,CDKN1A
1192,CDKN1B
1193,CDKN2A
1194,CDKN2AIP
1195,CDKN2AIPNL
1196,CDKN2C
1197,CDKN3
1198,CDPF1
1199,CDR2L
1200,CDS2
1201,CDT1
1202,CDV3
1203,CDX2
1204,CDX4
1205,CDYL
1206,CDYL2
1207,CEACAM21
1208,CEBPA
1209,CEBPB
1210,CEBPD
1211,CEBPG
1212,CEBPZ
1213,CECR5
1214,CELF1
1215,CEMIP
1216,CENPA
1217,CENPB
1218,CENPE
1219,CENPF
1220,CENPH
1221,CENPI
1222,CENPK
1223,CENPL
1224,CENPM
1225,CENPN
1226,CENPO
1227,CENPP
1228,CENPQ
1229,CENPT
1230,CENPU
1231,CENPW
1232,CENPX
1233,CEP112
1234,CEP120
1235,CEP131
1236,CEP135
1237,CEP152
1238,CEP162
1239,CEP164
1240,CEP170
1241,CEP192
1242,CEP250
1243,CEP290
1244,CEP295
1245,CEP350
1246,CEP41
1247,CEP44
1248,CEP57
1249,CEP63
1250,CEP68
1251,CEP70
1252,CEP72
1253,CEP76
1254,CEP83
1255,CEP85
1256,CEP95
1257,CEP97
1258,CEPT1
1259,CERCAM
1260,CERS2
1261,CERS4
1262,CERS5
1263,CES4A
1264,CETN2
1265,CETN3
1266,CFAP20
1267,CFAP69
1268,CFAP97
1269,CFB
1270,CFD
1271,CFDP1
1272,CFI
1273,CFL1
1274,CFL2
1275,CFLAR
1276,CFTR
1277,CHAC1
1278,CHAC2
1279,CHAF1A
1280,CHAF1B
1281,CHAMP1
1282,CHCHD3
1283,CHCHD5
1284,CHCHD6
1285,CHCHD7
1286,CHD1L
1287,CHD2
1288,CHD4
1289,CHD8
1290,CHD9
1291,CHEK1
1292,CHEK2
1293,CHERP
1294,CHFR
1295,CHI3L1
1296,CHIC2
1297,CHID1
1298,CHKA
1299,CHKB
1300,CHM
1301,CHMP2A
1302,CHMP2B
1303,CHMP3
1304,CHMP4B
1305,CHMP4C
1306,CHMP5
1307,CHMP7
1308,CHN2
1309,CHPF
1310,CHPF2
1311,CHRAC1
1312,CHRD
1313,CHRDL1
1314,CHRM1
1315,CHRNA5
1316,CHST13
1317,CHST14
1318,CHST2
1319,CHST3
1320,CHST9
1321,CHSY1
1322,CHTF18
1323,CHTF8
1324,CHTOP
1325,CHUK
1326,CIAO1
1327,CIDEB
1328,CIDEC
1329,CIDECP
1330,CINP
1331,CIRBP
1332,CISD1
1333,CISD2
1334,CISD3
1335,CISH
1336,CIT
1337,CITED2
1338,CITED4
1339,CIZ1
1340,CKAP2
1341,CKAP2L
1342,CKAP4
1343,CKAP5
1344,CKB
1345,CKM
1346,CKS1B
1347,CLASP1
1348,CLASP2
1349,CLASRP
1350,CLCA4
1351,CLCC1
1352,CLCN3
1353,CLCN5
1354,CLCN6
1355,CLCN7
1356,CLDN11
1357,CLDN12
1358,CLDN14
1359,CLDN16
1360,CLDN3
1361,CLDN6
1362,CLDN7
1363,CLEC11A
1364,CLEC3B
1365,CLEC7A
1366,CLHC1
1367,CLIC1
1368,CLIC2
1369,CLIC4
1370,CLINT1
1371,CLIP1
1372,CLIP4
1373,CLK2
1374,CLK3
1375,CLN3
1376,CLN6
1377,CLNS1A
1378,CLOCK
1379,CLP1
1380,CLPB
1381,CLPP
1382,CLPTM1
1383,CLPTM1L
1384,CLPX
1385,CLSPN
1386,CLSTN1
1387,CLTB
1388,CLTC
1389,CLU
1390,CLUH
1391,CMAHP
1392,CMBL
1393,CMC1
1394,CMC2
1395,CMC4
1396,CMIP
1397,CMPK1
1398,CMPK2
1399,CMSS1
1400,CMYA5
1401,CNBP
1402,CNEP1R1
1403,CNGA1
1404,CNIH1
1405,CNIH3
1406,CNIH4
1407,CNMD
1408,CNN2
1409,CNNM4
1410,CNOT1
1411,CNOT10
1412,CNOT11
1413,CNOT2
1414,CNOT3
1415,CNOT4
1416,CNOT6
1417,CNOT7
1418,CNOT8
1419,CNP
1420,CNPPD1
1421,CNPY2
1422,CNPY4
1423,CNR1
1424,CNRIP1
1425,CNTD1
1426,CNTFR
1427,CNTN1
1428,CNTN2
1429,CNTNAP4
1430,CNTRL
1431,COA1
1432,COA4
1433,COA6
1434,COA7
1435,COASY
1436,COBLL1
1437,COCH
1438,COG1
1439,COG4
1440,COG5
1441,COG6
1442,COG7
1443,COG8
1444,COL12A1
1445,COL18A1
1446,COL19A1
1447,COL1A1
1448,COL1A2
1449,COL24A1
1450,COL25A1
1451,COL3A1
1452,COL4A2
1453,COL4A5
1454,COL5A1
1455,COL5A2
1456,COL6A1
1457,COL6A2
1458,COL6A3
1459,COL7A1
1460,COL8A1
1461,COL9A2
1462,COLGALT1
1463,COLGALT2
1464,COMMD1
1465,COMMD2
1466,COMMD4
1467,COMMD5
1468,COMMD6
1469,COMT
1470,COMTD1
1471,COPA
1472,COPB2
1473,COPE
1474,COPG1
1475,COPRS
1476,COPS2
1477,COPS3
1478,COPS4
1479,COPS5
1480,COPS6
1481,COPS7A
1482,COPS7B
1483,COPS8
1484,COPS9
1485,COPZ1
1486,COQ10B
1487,COQ4
1488,COQ5
1489,COQ6
1490,COQ7
1491,COQ8A
1492,COQ8B
1493,COQ9
1494,CORO1A
1495,CORO1B
1496,CORO1C
1497,CORO7
1498,COTL1
1499,COX11
1500,COX11P1
1501,COX14
1502,COX15
1503,COX16
1504,COX17
1505,COX17P1
1506,COX18
1507,COX19
1508,COX20
1509,COX4I1
1510,COX5A
1511,COX5B
1512,COX6A1
1513,COX6B1
1514,COX7A2
1515,COX7A2L
1516,COX7B
1517,COX7C
1518,CPAMD8
1519,CPEB1
1520,CPED1
1521,CPLX2
1522,CPN1
1523,CPNE1
1524,CPNE2
1525,CPNE7
1526,CPNE8
1527,CPS1
1528,CPSF1
1529,CPSF2
1530,CPSF3
1531,CPSF4
1532,CPSF7
1533,CPT1A
1534,CPT1C
1535,CR1L
1536,CR2
1537,CRACR2B
1538,CRAMP1
1539,CRAT
1540,CRCP
1541,CREB1
1542,CREB3
1543,CREB3L1
1544,CREB3L2
1545,CREB3L4
1546,CREBBP
1547,CREBL2
1548,CREBRF
1549,CREBZF
1550,CREG1
1551,CRELD1
1552,CRELD2
1553,CREM
1554,CRHBP
1555,CRIM1
1556,CRIP2
1557,CRIP3
1558,CRIPT
1559,CRK
1560,CRKL
1561,CRLF1
1562,CRLF3
1563,CRLS1
1564,CRNKL1
1565,CROCCP2
1566,CRTAC1
1567,CRTAP
1568,CRTC1
1569,CRTC2
1570,CRTC3
1571,CRY1
1572,CRYBB1
1573,CRYZL1
1574,CS
1575,CSAD
1576,CSAG1
1577,CSDE1
1578,CSF1R
1579,CSF2
1580,CSF2RB
1581,CSF3
1582,CSGALNACT1
1583,CSK
1584,CSMD1
1585,CSNK1D
1586,CSNK1E
1587,CSNK2A1
1588,CSNK2A2
1589,CSNK2B
1590,CSPP1
1591,CSRNP1
1592,CST3
1593,CST6
1594,CSTA
1595,CSTF2
1596,CSTF2T
1597,CT83
1598,CTAGE5
1599,CTBP1
1600,CTBP2
1601,CTBS
1602,CTDNEP1
1603,CTDSP1
1604,CTGF
1605,CTH
1606,CTHRC1
1607,CTIF
1608,CTNNAL1
1609,CTNNB1
1610,CTNNBIP1
1611,CTNNBL1
1612,CTNND1
1613,CTNND2
1614,CTNS
1615,CTPS1
1616,CTPS2
1617,CTR9
1618,CTSA
1619,CTSC
1620,CTSD
1621,CTSE
1622,CTSF
1623,CTSH
1624,CTSK
1625,CTSZ
1626,CTTN
1627,CTTNBP2
1628,CTU1
1629,CTU2
1630,CTXN1
1631,CUEDC1
1632,CUL1
1633,CUL2
1634,CUL3
1635,CUL4B
1636,CUL5
1637,CUL7
1638,CUL9
1639,CUTA
1640,CUX1
1641,CWC15
1642,CWC22
1643,CWC25
1644,CWC27
1645,CWF19L1
1646,CXCL1
1647,CXCL16
1648,CXCL3
1649,CXCL6
1650,CXXC5
1651,CYB561
1652,CYB5A
1653,CYB5B
1654,CYB5R2
1655,CYB5R3
1656,CYB5R4
1657,CYB5RL
1658,CYBA
1659,CYBRD1
1660,CYC1
1661,CYCS
1662,CYCSP55
1663,CYFIP1
1664,CYFIP2
1665,CYGB
1666,CYLD
1667,CYMP
1668,CYP17A1
1669,CYP21A2
1670,CYP24A1
1671,CYP27A1
1672,CYP27B1
1673,CYP27C1
1674,CYP2R1
1675,CYP2S1
1676,CYP2U1
1677,CYP46A1
1678,CYP4F11
1679,CYP4V2
